"name","essround","edition","proddate","idno","cntry","dweight","pspwght","pweight","anweight","prob","stratum","psu","aesfdrk","happy","health","gndr","yrbrn","age","agea","edufld","edulvla","edulvlb","emplrel","isco08","iscoco","pdjobev","wkhtot","edlves","edlvaes","edlvdes","edlvees","edlvges","edlvhes","impdiff","impenv","impfree","impfun","imprich","impsafe","imptrad","ipadvnt","ipbhprp","ipcrtiv","ipeqopt","ipfrule","ipgdtim","iphlppl","iplylfr","ipmodst","iprspot","ipshabt","ipstrgv","ipsuces","ipudrst","regiones","regioaes"
"ESS2e03_6",2,"3.6","01.12.2018",321,"ES",1.0491,1.3006574,2.1771035,,,,,1,7,2,1,1980,,24,1,1,,1,,9330,6,40,,2,,,,,1,1,1,3,2,2,5,2,1,2,1,3,1,2,1,4,1,2,2,2,1,52,
"ESS2e03_6",2,"3.6","01.12.2018",322,"ES",1.0491,1.3525364,2.1771035,,,,,2,8,3,2,1964,,40,99,1,,1,,77777,6,40,,2,,,,,2,2,2,1,3,1,2,1,2,2,2,2,3,2,1,1,2,2,2,3,1,52,
"ESS2e03_6",2,"3.6","01.12.2018",323,"ES",1.0491,1.1975716,2.1771035,,,,,2,7,2,2,1962,,42,99,77,,1,,5141,6,40,,77,,,,,2,2,1,2,3,3,1,2,3,2,1,1,2,2,2,3,1,4,2,3,2,52,
"ESS2e03_6",2,"3.6","01.12.2018",324,"ES",1.0491,1.1983767,2.1771035,,,,,2,7,1,2,1975,,29,1,2,,3,,5220,6,40,,6,,,,,1,2,1,2,3,1,3,2,2,2,3,2,2,2,2,1,1,2,1,1,2,52,
"ESS2e03_6",2,"3.6","01.12.2018",327,"ES",1.0491,2.318846,2.1771035,,,,,1,8,3,1,1972,,32,99,77,,7,,77777,6,777,,77,,,,,2,3,3,2,2,2,2,1,3,3,3,3,2,3,2,3,2,3,2,3,1,52,
"ESS2e03_6",2,"3.6","01.12.2018",328,"ES",1.0491,1.1245736,2.1771035,,,,,1,7,2,2,1961,,43,1,3,,2,,1314,6,30,,8,,,,,1,1,1,2,5,1,3,1,2,1,1,4,1,1,1,2,1,2,2,2,1,52,
"ESS2e03_6",2,"3.6","01.12.2018",329,"ES",1.0491,1.1983767,2.1771035,,,,,2,7,3,2,1974,,30,99,1,,1,,4211,6,40,,2,,,,,3,1,1,2,3,1,1,1,1,1,1,3,2,2,1,2,2,2,1,3,1,52,
"ESS2e03_6",2,"3.6","01.12.2018",330,"ES",1.0491,1.000702,2.1771035,,,,,2,8,2,1,1972,,33,10,4,,1,,8322,6,40,,9,,,,,3,2,4,5,2,3,2,3,2,3,2,3,3,3,2,3,2,3,2,3,3,52,
"ESS2e03_6",2,"3.6","01.12.2018",332,"ES",1.0491,1.1245736,2.1771035,,,,,2,7,2,2,1967,,37,1,3,,1,,3431,1,40,,8,,,,,2,1,2,1,3,1,3,1,1,1,1,2,2,1,1,1,2,4,1,2,3,52,
"ESS2e03_6",2,"3.6","01.12.2018",334,"ES",1.0491,1.374698,2.1771035,,,,,2,9,2,1,1936,,69,8,5,,1,,2221,1,38,,16,,,,,1,1,1,3,3,4,7,4,6,2,1,1,2,1,1,3,6,5,1,5,1,52,
"ESS2e03_6",2,"3.6","01.12.2018",338,"ES",1.0491,1.2248535,2.1771035,,,,,2,7,3,1,1975,,29,4,5,,2,,2141,6,35,,13,,,,,1,2,1,1,3,3,2,2,1,2,2,2,2,2,3,1,2,2,2,3,2,52,
"ESS2e03_6",2,"3.6","01.12.2018",340,"ES",1.0491,1.3525364,2.1771035,,,,,2,7,3,2,1967,,37,99,1,,1,,5220,6,40,,2,,,,,3,3,3,3,1,2,4,3,2,3,2,2,2,4,3,3,3,3,2,3,2,52,
"ESS2e03_6",2,"3.6","01.12.2018",342,"ES",1.0491,1.1365066,2.1771035,,,,,2,8,3,2,1967,,38,8,5,,1,,2230,6,40,,12,,,,,3,1,2,2,1,1,2,2,1,1,1,2,3,2,1,4,2,1,2,4,2,52,
"ESS2e03_6",2,"3.6","01.12.2018",344,"ES",1.0491,1.2559527,2.1771035,,,,,3,7,2,2,1978,,26,1,3,,1,,3432,6,40,,8,,,,,2,1,1,2,3,1,3,1,1,1,2,2,1,2,1,1,2,2,2,3,1,52,
"ESS2e03_6",2,"3.6","01.12.2018",351,"ES",1.0491,1.3006574,2.1771035,,,,,2,8,3,1,1977,,28,99,1,,1,,8324,6,40,,4,,,,,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,52,
"ESS2e03_6",2,"3.6","01.12.2018",352,"ES",1.0491,1.1245736,2.1771035,,,,,2,6,2,2,1965,,39,3,3,,1,,5123,6,40,,8,,,,,2,2,2,3,3,3,2,4,6,1,2,5,2,2,2,2,5,5,1,6,2,52,
"ESS2e03_6",2,"3.6","01.12.2018",353,"ES",1.0491,1.000702,2.1771035,,,,,2,7,2,1,1982,,22,4,4,,1,,8284,6,40,,9,,,,,5,2,2,3,4,3,5,4,4,2,3,3,2,2,2,2,6,4,2,2,2,52,
"ESS2e03_6",2,"3.6","01.12.2018",356,"ES",1.0491,1.1365066,2.1771035,,,,,2,7,3,2,1967,,37,3,5,,1,,2310,6,35,,14,,,,,3,2,3,2,4,5,2,4,4,2,2,3,4,2,2,4,3,5,2,2,4,52,
"ESS2e03_6",2,"3.6","01.12.2018",358,"ES",1.0491,1.006159,2.1771035,,,,,2,7,1,1,7777,,999,4,5,,1,,77777,6,888,,11,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,52,
"ESS2e03_6",2,"3.6","01.12.2018",359,"ES",1.0491,1.1568083,2.1771035,,,,,3,8,4,1,1921,,84,99,1,,2,,7124,1,40,,0,,,,,2,3,1,3,2,2,3,3,2,2,2,2,2,2,2,2,3,2,3,2,2,52,
"ESS2e03_6",2,"3.6","01.12.2018",360,"ES",1.0491,1.1568083,2.1771035,,,,,2,7,4,1,1922,,83,99,1,,6,,66666,2,666,,1,,,,,7,5,6,7,7,7,1,6,1,7,7,7,7,6,1,1,1,7,1,7,1,52,
"ESS2e03_6",2,"3.6","01.12.2018",361,"ES",1.0491,1.2248535,2.1771035,,,,,2,7,3,1,1976,,29,6,5,,1,,9313,6,8,,12,,,,,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,52,
"ESS2e03_6",2,"3.6","01.12.2018",362,"ES",1.0491,1.2998602,2.1771035,,,,,2,8,3,1,1934,,70,1,88,,6,,66666,2,666,,88,,,,,4,3,3,4,4,2,3,3,3,2,3,4,3,3,3,2,3,3,3,3,4,52,
"ESS2e03_6",2,"3.6","01.12.2018",363,"ES",1.0491,1.2559527,2.1771035,,,,,1,10,2,2,1981,,23,10,3,,1,,7441,6,40,,8,,,,,2,1,2,3,5,1,1,5,3,3,1,6,3,2,1,1,6,6,2,2,1,52,
"ESS2e03_6",2,"3.6","01.12.2018",365,"ES",0.9872,0.91402406,2.1771035,,,,,3,6,3,1,1988,,16,1,2,,7,,77777,6,777,,5,,,,,2,4,1,2,5,2,4,3,3,3,2,3,3,2,4,2,4,2,4,2,2,61,
"ESS2e03_6",2,"3.6","01.12.2018",366,"ES",0.9872,0.70323336,2.1771035,,,,,3,8,2,1,1982,,22,3,4,,1,,8333,1,48,,9,,,,,2,1,2,2,4,1,2,4,1,2,3,5,2,2,3,2,5,5,2,3,4,61,
"ESS2e03_6",2,"3.6","01.12.2018",367,"ES",0.9872,1.0529418,2.1771035,,,,,1,7,3,2,1917,,87,99,1,,6,,66666,2,666,,0,,,,,4,1,3,4,8,2,1,4,3,8,2,2,6,3,2,2,3,3,4,4,2,61,
"ESS2e03_6",2,"3.6","01.12.2018",368,"ES",0.9872,0.8607536,2.1771035,,,,,2,6,3,1,1981,,23,6,5,,1,,9211,1,50,,12,,,,,4,1,1,2,4,1,2,4,2,2,1,5,3,3,1,1,4,3,3,3,1,61,
"ESS2e03_6",2,"3.6","01.12.2018",369,"ES",0.9872,0.8129354,2.1771035,,,,,1,10,3,1,1936,,68,99,1,,1,,6121,1,888,,0,,,,,8,1,3,2,8,8,2,6,1,8,8,8,5,2,2,2,1,8,2,5,4,61,
"ESS2e03_6",2,"3.6","01.12.2018",370,"ES",1.0056,0.8280874,2.1771035,,,,,3,8,3,1,1940,,64,99,1,,2,,1314,6,888,,0,,,,,2,2,2,2,5,2,2,5,2,1,1,1,2,2,2,2,2,2,2,2,1,61,
"ESS2e03_6",2,"3.6","01.12.2018",372,"ES",1.0056,0.96819717,2.1771035,,,,,2,8,1,2,1962,,42,8,2,,1,,3117,6,37,,6,,,,,2,2,2,3,5,2,3,5,2,2,2,2,2,2,2,2,5,5,2,3,2,61,
"ESS2e03_6",2,"3.6","01.12.2018",376,"ES",1.0056,0.8050126,2.1771035,,,,,4,10,1,2,1959,,45,1,3,,1,,2411,1,40,,8,,,,,2,1,4,2,5,2,2,5,2,4,1,5,5,2,4,2,5,4,3,2,2,61,
"ESS2e03_6",2,"3.6","01.12.2018",377,"ES",1.0056,0.93106014,2.1771035,,,,,2,7,2,1,1985,,19,1,1,,6,,66666,2,666,,0,,,,,2,1,3,2,3,2,3,3,2,2,1,2,2,1,2,5,3,1,1,1,2,61,
"ESS2e03_6",2,"3.6","01.12.2018",378,"ES",1.0056,0.96819717,2.1771035,,,,,3,10,2,2,1957,,47,8,2,,1,,5132,6,37,,5,,,,,3,2,2,3,5,2,2,5,2,3,1,2,2,2,2,1,5,5,1,5,2,61,
"ESS2e03_6",2,"3.6","01.12.2018",384,"ES",0.9872,0.95048153,2.1771035,,,,,1,5,3,2,1963,,41,1,2,,1,,8275,1,40,,5,,,,,5,2,5,5,6,2,2,5,2,5,1,2,5,2,2,2,5,5,2,5,2,61,
"ESS2e03_6",2,"3.6","01.12.2018",385,"ES",1.0304,1.0522187,2.1771035,,,,,1,7,2,1,1980,,25,1,3,,1,,3431,6,45,,8,,,,,3,2,1,2,3,2,2,3,4,3,2,6,2,2,2,3,4,2,6,4,3,51,
"ESS2e03_6",2,"3.6","01.12.2018",387,"ES",1.0304,1.3676159,2.1771035,,,,,1,10,1,1,1985,,20,4,2,,1,,5169,1,25,,6,,,,,2,1,1,1,2,1,6,2,2,2,1,2,2,1,1,2,2,3,1,2,5,51,
"ESS2e03_6",2,"3.6","01.12.2018",388,"ES",1.0304,1.1950145,2.1771035,,,,,2,8,1,2,1968,,36,4,5,,1,,2421,6,40,,13,,,,,3,2,3,2,5,2,2,5,5,4,1,4,3,2,2,3,4,5,2,5,2,51,
"ESS2e03_6",2,"3.6","01.12.2018",389,"ES",1.0304,1.2600697,2.1771035,,,,,4,6,2,2,1988,,16,1,2,,6,,66666,2,666,,5,,,,,2,2,3,2,2,1,2,3,2,2,2,4,2,1,1,3,5,3,1,4,3,51,
"ESS2e03_6",2,"3.6","01.12.2018",391,"ES",1.0304,1.1950145,2.1771035,,,,,4,10,1,2,1963,,42,5,5,,1,,77777,6,45,,10,,,,,3,1,5,5,5,1,1,5,1,4,1,4,4,4,1,1,5,5,1,5,4,51,
"ESS2e03_6",2,"3.6","01.12.2018",392,"ES",1.0304,0.7832502,2.1771035,,,,,3,10,3,1,1924,,80,2,3,,1,,77777,1,40,,8,,,,,4,2,3,2,6,4,1,5,1,5,1,5,4,2,1,1,5,4,2,5,8,51,
"ESS2e03_6",2,"3.6","01.12.2018",393,"ES",1.0304,1.3206098,2.1771035,,,,,3,8,3,2,1985,,19,10,3,,6,,66666,2,666,,8,,,,,4,1,1,3,5,2,4,5,4,4,1,5,2,2,1,2,4,5,4,5,2,51,
"ESS2e03_6",2,"3.6","01.12.2018",394,"ES",1.0304,1.4792308,2.1771035,,,,,2,8,3,1,1954,,50,4,2,,1,,9330,6,30,,6,,,,,2,1,3,1,5,2,1,3,3,2,1,3,2,1,1,2,3,3,2,3,1,51,
"ESS2e03_6",2,"3.6","01.12.2018",395,"ES",1.0304,1.1950145,2.1771035,,,,,2,7,2,2,1970,,35,11,5,,1,,4190,6,40,,12,,,,,3,1,1,3,3,1,3,3,3,2,2,3,2,3,2,2,2,2,2,3,2,51,
"ESS2e03_6",2,"3.6","01.12.2018",396,"ES",1.0304,1.5754728,2.1771035,,,,,4,0,4,2,1934,,70,88,1,,6,,66666,2,666,,4,,,,,6,1,2,6,5,1,1,6,1,1,1,1,5,3,1,1,1,1,1,3,5,51,
"ESS2e03_6",2,"3.6","01.12.2018",397,"ES",1.0304,1.1950145,2.1771035,,,,,3,9,2,2,1965,,39,4,5,,1,,2411,6,37,,13,,,,,3,2,2,4,5,2,2,5,2,5,2,3,2,2,2,2,2,5,2,4,2,51,
"ESS2e03_6",2,"3.6","01.12.2018",403,"ES",1.0304,1.5754728,2.1771035,,,,,3,7,3,2,1948,,57,1,1,,1,,4113,6,35,,4,,,,,2,2,4,1,5,4,2,3,3,2,2,5,1,2,2,4,5,5,1,6,2,51,
"ESS2e03_6",2,"3.6","01.12.2018",404,"ES",1.0304,1.0522187,2.1771035,,,,,2,7,2,1,1980,,24,77,3,,1,,1234,6,25,,8,,,,,1,1,2,2,5,4,2,2,4,2,1,4,2,2,1,3,2,4,3,3,2,51,
"ESS2e03_6",2,"3.6","01.12.2018",405,"ES",1.0304,1.1950145,2.1771035,,,,,2,8,2,2,1953,,52,9,5,,1,,2411,6,50,,14,,,,,1,2,1,3,4,2,3,2,3,3,1,3,3,2,1,4,3,3,3,3,1,51,
"ESS2e03_6",2,"3.6","01.12.2018",411,"ES",1.0304,1.2494512,2.1771035,,,,,1,10,1,1,1957,,47,10,5,,6,,66666,2,666,,14,,,,,1,1,1,1,2,2,5,1,3,1,3,6,2,2,2,2,3,3,4,3,1,51,
"ESS2e03_6",2,"3.6","01.12.2018",412,"ES",1.0304,0.7832502,2.1771035,,,,,2,77,2,1,1932,,72,2,3,,2,,7324,6,777,,8,,,,,1,1,1,2,6,5,2,2,3,1,6,8,1,1,1,4,3,8,7,1,1,51,
"ESS2e03_6",2,"3.6","01.12.2018",413,"ES",1.0304,1.374054,2.1771035,,,,,4,5,4,2,1926,,78,9,5,,6,,66666,2,666,,10,,,,,1,3,1,2,5,1,1,3,8,1,1,4,1,1,1,4,3,5,1,4,4,51,
"ESS2e03_6",2,"3.6","01.12.2018",416,"ES",1.0304,1.493738,2.1771035,,,,,2,4,3,2,1970,,34,3,5,,1,,3415,6,777,,14,,,,,3,2,1,2,5,3,2,2,3,2,5,5,2,1,1,2,3,5,3,4,1,51,
"ESS2e03_6",2,"3.6","01.12.2018",418,"ES",1.0304,1.2879096,2.1771035,,,,,2,6,1,1,1972,,33,3,5,,1,,3471,6,50,,14,,,,,2,2,1,2,3,2,3,4,4,2,2,5,3,1,2,4,5,4,5,2,2,51,
"ESS2e03_6",2,"3.6","01.12.2018",419,"ES",1.0304,1.5754728,2.1771035,,,,,3,77,5,2,1929,,75,77,2,,6,,66666,2,666,,6,,,,,5,2,4,4,3,1,5,5,1,5,3,3,3,3,2,3,2,3,2,5,3,51,
"ESS2e03_6",2,"3.6","01.12.2018",420,"ES",1.0304,1.1950145,2.1771035,,,,,2,9,2,2,1955,,50,8,5,,1,,7124,6,30,,15,,,,,2,2,2,3,4,2,3,3,2,2,1,2,2,2,2,2,2,2,2,2,2,51,
"ESS2e03_6",2,"3.6","01.12.2018",424,"ES",1.0304,1.6814471,2.1771035,,,,,2,7,3,2,1935,,70,1,4,,1,,3431,1,40,,9,,,,,3,2,2,4,4,2,2,5,2,2,2,2,4,2,1,2,3,2,2,4,2,51,
"ESS2e03_6",2,"3.6","01.12.2018",425,"ES",1.0304,1.493738,2.1771035,,,,,2,8,2,2,1978,,26,2,5,,1,,3471,6,45,,10,,,,,2,1,1,3,3,2,4,3,2,1,1,5,3,2,1,2,3,5,1,3,2,51,
"ESS2e03_6",2,"3.6","01.12.2018",427,"ES",1.0304,1.374054,2.1771035,,,,,2,10,2,2,1927,,77,9,5,,2,,1314,6,50,,10,,,,,2,4,2,1,4,1,1,6,2,1,1,5,2,4,1,2,2,5,2,2,3,51,
"ESS2e03_6",2,"3.6","01.12.2018",429,"ES",1.0304,1.2163613,2.1771035,,,,,3,9,2,1,1930,,75,99,1,,1,,9141,1,888,,2,,,,,4,8,2,4,4,2,2,5,2,8,2,2,2,2,2,2,3,8,2,8,2,51,
"ESS2e03_6",2,"3.6","01.12.2018",430,"ES",1.0304,1.2163613,2.1771035,,,,,3,9,3,1,1931,,74,1,2,,2,,3415,1,60,,5,,,,,2,2,2,2,3,2,2,5,2,3,2,2,2,2,2,2,2,4,2,2,2,51,
"ESS2e03_6",2,"3.6","01.12.2018",433,"ES",1.0304,1.4221658,2.1771035,,,,,2,5,2,2,1956,,48,9,2,,2,,3431,6,10,,6,,,,,2,2,2,1,5,4,2,6,6,3,1,6,1,3,2,6,4,4,3,6,2,51,
"ESS2e03_6",2,"3.6","01.12.2018",434,"ES",1.0304,1.5754728,2.1771035,,,,,3,8,2,2,1949,,56,1,2,,1,,5132,6,40,,6,,,,,2,2,2,2,4,2,2,5,2,2,4,2,2,2,2,3,2,2,2,2,2,51,
"ESS2e03_6",2,"3.6","01.12.2018",436,"ES",1.0304,1.5754728,2.1771035,,,,,3,7,3,2,1928,,77,1,1,,2,,9111,1,888,,4,,,,,4,2,2,5,5,2,2,5,2,2,2,3,5,2,2,2,3,5,2,4,2,51,
"ESS2e03_6",2,"3.6","01.12.2018",437,"ES",1.0304,1.5754728,2.1771035,,,,,3,9,5,2,1939,,65,9,1,,1,,3431,1,60,,0,,,,,2,2,2,4,6,1,1,5,2,4,2,5,4,2,1,3,2,2,1,3,3,51,
"ESS2e03_6",2,"3.6","01.12.2018",438,"ES",1.0304,0.7832502,2.1771035,,,,,3,7,3,1,1949,,55,4,4,,1,,7321,6,40,,9,,,,,3,3,3,3,5,3,2,5,3,2,2,4,3,3,3,2,3,4,5,5,2,51,
"ESS2e03_6",2,"3.6","01.12.2018",444,"ES",1.0304,1.5754728,2.1771035,,,,,3,8,4,2,1933,,72,99,1,,1,,8143,1,48,,1,,,,,3,2,2,5,4,2,2,6,2,3,1,2,4,1,2,2,3,3,2,3,1,51,
"ESS2e03_6",2,"3.6","01.12.2018",446,"ES",1.0304,1.493738,2.1771035,,,,,2,7,3,2,1975,,30,8,5,,1,,3151,6,45,,15,,,,,3,3,2,2,3,2,3,4,2,2,2,4,2,2,2,3,3,4,2,4,2,51,
"ESS2e03_6",2,"3.6","01.12.2018",447,"ES",1.0304,1.4454682,2.1771035,,,,,2,9,2,1,1946,,58,3,5,,1,,2310,6,24,,16,,,,,5,2,2,2,6,4,2,3,3,1,1,2,5,2,1,3,3,3,3,2,1,51,
"ESS2e03_6",2,"3.6","01.12.2018",453,"ES",1.0304,1.5754728,2.1771035,,,,,3,7,3,2,1931,,73,99,1,,6,,66666,2,666,,4,,,,,3,2,3,3,5,2,2,3,4,3,1,8,3,2,1,3,1,5,3,5,2,51,
"ESS2e03_6",2,"3.6","01.12.2018",456,"ES",1.0304,1.0522187,2.1771035,,,,,2,8,1,1,1981,,23,3,4,,6,,66666,2,666,,9,,,,,1,3,1,3,4,4,4,3,2,1,1,4,1,1,1,4,4,3,4,3,1,51,
"ESS2e03_6",2,"3.6","01.12.2018",462,"ES",1.0304,1.2163613,2.1771035,,,,,2,6,4,1,1934,,70,88,1,,1,,3431,1,40,,4,,,,,2,2,2,4,1,2,2,2,2,3,1,2,2,2,2,2,2,5,2,4,2,51,
"ESS2e03_6",2,"3.6","01.12.2018",464,"ES",1.0304,1.3206098,2.1771035,,,,,2,8,1,2,1976,,28,88,3,,1,,3431,6,40,,8,,,,,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,51,
"ESS2e03_6",2,"3.6","01.12.2018",465,"ES",1.0304,1.2163613,2.1771035,,,,,2,6,3,1,1942,,62,3,1,,1,,9330,6,40,,4,,,,,2,1,2,4,4,2,3,4,3,3,1,3,2,2,2,2,5,5,3,5,3,51,
"ESS2e03_6",2,"3.6","01.12.2018",469,"ES",1.0304,1.3676159,2.1771035,,,,,2,8,2,1,1984,,20,7,2,,1,,99999,6,7,,6,,,,,3,2,2,2,5,2,3,4,3,4,1,2,4,3,2,2,2,5,3,3,2,51,
"ESS2e03_6",2,"3.6","01.12.2018",470,"ES",1.0304,1.2494512,2.1771035,,,,,2,8,2,1,1964,,40,11,5,,1,,2421,6,40,,14,,,,,4,3,2,4,4,2,3,4,3,3,2,4,3,3,2,2,4,3,4,3,1,51,
"ESS2e03_6",2,"3.6","01.12.2018",471,"ES",1.0304,1.2163613,2.1771035,,,,,3,5,3,1,1931,,73,99,1,,2,,77777,1,888,,0,,,,,3,3,3,3,4,2,1,3,3,4,4,4,3,2,1,1,3,3,2,3,3,51,
"ESS2e03_6",2,"3.6","01.12.2018",473,"ES",1.0304,1.2879096,2.1771035,,,,,1,3,2,1,1979,,26,7,5,,1,,9330,1,45,,14,,,,,4,2,2,2,4,2,2,5,4,2,3,4,3,3,3,3,4,1,5,4,5,51,
"ESS2e03_6",2,"3.6","01.12.2018",476,"ES",1.0304,1.5754728,2.1771035,,,,,3,10,2,2,1927,,77,99,1,,1,,3431,1,40,,2,,,,,2,1,1,6,6,1,1,6,1,1,1,2,5,1,1,1,3,1,1,6,1,51,
"ESS2e03_6",2,"3.6","01.12.2018",482,"ES",1.0304,1.1824672,2.1771035,,,,,1,8,2,2,1966,,38,1,3,,1,,5123,6,25,,7,,,,,4,3,3,5,4,1,3,5,2,3,3,2,5,2,2,2,2,3,2,5,2,51,
"ESS2e03_6",2,"3.6","01.12.2018",486,"ES",1.0304,1.1950145,2.1771035,,,,,1,5,1,2,1960,,44,6,5,,1,,9120,6,20,,12,,,,,1,1,1,6,6,3,6,1,6,1,1,6,6,3,1,1,3,6,6,6,1,51,
"ESS2e03_6",2,"3.6","01.12.2018",494,"ES",1.0428,1.5944324,2.1771035,,,,,2,8,3,2,1930,,75,1,1,,1,,8261,1,40,,4,,,,,6,2,3,6,5,1,1,6,1,2,1,2,6,2,1,1,1,5,1,6,1,51,
"ESS2e03_6",2,"3.6","01.12.2018",496,"ES",1.0428,1.497032,2.1771035,,,,,1,8,3,1,1950,,54,99,1,,2,,7137,6,65,,2,,,,,5,3,1,3,4,1,5,5,3,2,1,3,2,1,2,3,5,3,4,4,3,51,
"ESS2e03_6",2,"3.6","01.12.2018",498,"ES",1.0428,1.3365023,2.1771035,,,,,3,10,2,2,1988,,16,9,3,,6,,66666,2,666,,7,,,,,1,4,1,1,4,1,5,5,2,4,2,5,1,2,1,2,1,2,1,2,1,51,
"ESS2e03_6",2,"3.6","01.12.2018",506,"ES",1.0428,1.497032,2.1771035,,,,,7,9,3,1,1950,,54,1,2,,1,,7212,6,39,,5,,,,,1,1,5,2,6,3,2,5,1,3,1,6,2,1,1,1,3,6,1,6,1,51,
"ESS2e03_6",2,"3.6","01.12.2018",513,"ES",1.0428,1.2309992,2.1771035,,,,,2,5,2,1,1921,,83,1,1,,1,,2147,1,40,,4,,,,,2,1,2,2,5,1,1,5,1,2,2,1,5,1,1,1,2,3,1,2,1,51,
"ESS2e03_6",2,"3.6","01.12.2018",515,"ES",1.0428,1.0648813,2.1771035,,,,,2,7,3,1,1973,,31,1,4,,1,,7212,6,40,,9,,,,,2,1,1,2,3,2,2,3,2,1,1,2,2,1,1,2,4,5,1,3,1,51,
"ESS2e03_6",2,"3.6","01.12.2018",516,"ES",1.0428,1.4628632,2.1771035,,,,,2,8,2,1,1947,,57,9,5,,1,,2411,6,50,,10,,,,,3,1,2,2,5,5,2,5,2,2,2,4,2,1,2,2,1,4,2,5,1,51,
"ESS2e03_6",2,"3.6","01.12.2018",517,"ES",1.0428,0.792676,2.1771035,,,,,2,7,2,1,1922,,82,4,3,,1,,77777,1,55,,8,,,,,3,3,4,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,51,
"ESS2e03_6",2,"3.6","01.12.2018",518,"ES",1.0428,1.2644873,2.1771035,,,,,2,8,2,1,1965,,39,8,5,,2,,2221,6,50,,16,,,,,3,3,2,3,3,3,3,3,3,3,3,3,5,3,3,5,3,3,3,3,3,51,
"ESS2e03_6",2,"3.6","01.12.2018",522,"ES",1.0428,1.2644873,2.1771035,,,,,2,8,2,1,1954,,50,9,5,,1,,3144,6,35,,10,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,51,
"ESS2e03_6",2,"3.6","01.12.2018",523,"ES",1.0428,1.2309992,2.1771035,,,,,4,5,2,1,1921,,83,99,1,,1,,8139,1,40,,0,,,,,3,2,2,6,6,1,4,6,2,2,2,1,4,2,2,2,1,3,1,3,2,51,
"ESS2e03_6",2,"3.6","01.12.2018",524,"ES",1.0428,1.2644873,2.1771035,,,,,1,8,3,1,1959,,45,8,5,,1,,3475,6,42,,14,,,,,1,2,1,2,5,3,2,2,2,2,1,5,3,1,1,2,4,2,5,2,1,51,
"ESS2e03_6",2,"3.6","01.12.2018",525,"ES",1.0428,1.0789495,2.1771035,,,,,2,7,2,1,1967,,37,9,4,,1,,2131,6,40,,9,,,,,1,2,2,2,5,1,2,3,2,1,2,6,1,1,1,1,4,4,2,1,1,51,
"ESS2e03_6",2,"3.6","01.12.2018",530,"ES",1.0518,1.5099523,2.1771035,,,,,3,7,2,1,1966,,38,1,2,,1,,9330,6,45,,5,,,,,5,2,5,2,6,3,2,5,2,4,2,5,5,2,5,2,5,4,5,5,3,51,
"ESS2e03_6",2,"3.6","01.12.2018",532,"ES",1.0518,1.0882615,2.1771035,,,,,2,8,2,1,1969,,35,1,4,,1,,3415,6,40,,9,,,,,4,3,3,4,4,3,3,5,4,3,2,5,4,3,2,2,5,4,3,3,4,51,
"ESS2e03_6",2,"3.6","01.12.2018",535,"ES",1.0518,1.3480371,2.1771035,,,,,4,8,2,2,1972,,32,1,4,,1,,3431,6,40,,9,,,,,4,2,4,2,6,2,2,6,2,2,2,3,2,2,2,2,5,3,2,2,2,51,
"ESS2e03_6",2,"3.6","01.12.2018",536,"ES",1.0518,1.3480371,2.1771035,,,,,3,7,2,2,1979,,25,1,4,,1,,3431,6,40,,9,,,,,2,3,1,3,5,1,1,5,3,3,1,6,2,1,2,2,2,3,1,5,2,51,
"ESS2e03_6",2,"3.6","01.12.2018",537,"ES",1.0518,0.7995173,2.1771035,,,,,2,8,3,1,1946,,58,1,4,,2,,7222,6,45,,9,,,,,4,2,3,4,4,2,2,5,2,2,2,3,4,2,1,2,4,5,2,4,2,51,
"ESS2e03_6",2,"3.6","01.12.2018",538,"ES",1.0518,1.5099523,2.1771035,,,,,2,8,3,1,1952,,53,1,2,,1,,5220,6,40,,5,,,,,3,1,3,5,4,2,2,5,2,2,1,2,4,1,1,2,3,3,2,4,1,51,
"ESS2e03_6",2,"3.6","01.12.2018",539,"ES",1.0518,1.6081933,2.1771035,,,,,4,5,3,2,1933,,71,99,1,,1,,7433,6,888,,1,,,,,5,2,3,6,6,3,2,6,2,4,2,2,5,1,1,1,3,5,7,6,1,51,
"ESS2e03_6",2,"3.6","01.12.2018",540,"ES",1.0518,1.2416234,2.1771035,,,,,3,7,3,1,1943,,61,1,2,,1,,8285,6,40,,5,,,,,3,1,2,5,5,2,3,5,2,2,2,3,5,2,2,2,4,2,2,3,2,51,
"ESS2e03_6",2,"3.6","01.12.2018",541,"ES",1.0518,1.2416234,2.1771035,,,,,2,7,2,1,1938,,67,1,1,,1,,5169,1,40,,4,,,,,3,2,2,3,3,2,1,3,2,2,1,2,3,1,1,2,2,2,2,3,1,51,
"ESS2e03_6",2,"3.6","01.12.2018",544,"ES",1.0518,1.4517022,2.1771035,,,,,3,7,2,2,1954,,50,99,1,,1,,9131,1,35,,1,,,,,4,3,5,3,5,2,1,6,2,1,1,5,3,1,1,1,1,5,1,5,2,51,
